"","Organism","Kingdom","Phylum","Class","Groups","mDAG_Id","Full_Name","Freq_Phylum","Freq_Class","clust4_MSA","clust4_Mun","combined_cluster_MSA_Kingdom","combined_cluster_Mun_Kingdom"
"797","sbi","Plants","Monocots","Grass","Cluster 4","0529","Sorghum bicolor (sorghum)",23,16,4,4,"Plants4","Plants4"
"798","sita","Plants","Monocots","Grass","Cluster 4","0835","Setaria italica (foxtail millet)",23,16,4,4,"Plants4","Plants4"
"799","svs","Plants","Monocots","Grass","Cluster 4","0756","Setaria viridis (green foxtail)",23,16,4,4,"Plants4","Plants4"
"800","taes","Plants","Monocots","Grass","Cluster 4","0525","Triticum aestivum (bread wheat)",23,16,4,4,"Plants4","Plants4"
"801","tdc","Plants","Monocots","Grass","Cluster 4","0881","Triticum dicoccoides (wild emmer wheat)",23,16,4,4,"Plants4","Plants4"
"802","tua","Plants","Monocots","Grass","Cluster 4","0323","Triticum urartu (red wild einkorn wheat)",23,16,4,4,"Plants4","Plants4"
"803","zma","Plants","Monocots","Grass","Cluster 4","0842","Zea mays (maize)",23,16,4,4,"Plants4","Plants4"
"804","dct","Plants","Monocots","Orchid","Cluster 4","0518","Dendrobium catenatum",23,2,4,4,"Plants4","Plants4"
"805","peq","Plants","Monocots","Orchid","Cluster 4","0171","Phalaenopsis equestris",23,2,4,4,"Plants4","Plants4"
"806","egu","Plants","Monocots","Palm","Cluster 4","0008","Elaeis guineensis (African oil palm)",23,2,4,4,"Plants4","Plants4"
"807","pda","Plants","Monocots","Palm","Cluster 4","0141","Phoenix dactylifera (date palm)",23,2,4,4,"Plants4","Plants4"
"808","aof","Plants","Monocots","Asparagus","Cluster 4","0321","Asparagus officinalis (garden asparagus)",23,1,4,4,"Plants4","Plants4"
"809","mus","Plants","Monocots","Banana","Cluster 4","0863","Musa acuminata (wild Malaysian banana)",23,1,4,4,"Plants4","Plants4"
"810","zof","Plants","Monocots","Ginger","Cluster 4","0866","Zingiber officinale (ginger)",23,1,4,4,"Plants4","Plants4"
"811","apro","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0375","Auxenochlorella protothecoides",11,14,3,3,"Plants3","Plants3"
"812","bpg","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0709","Bathycoccus prasinos",11,14,3,3,"Plants3","Plants3"
"813","cre","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0299","Chlamydomonas reinhardtii",11,14,3,3,"Plants3","Plants3"
"814","csl","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0322","Coccomyxa subellipsoidea",11,14,3,3,"Plants3","Plants3"
"815","cvr","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0358","Chlorella variabilis",11,14,3,3,"Plants3","Plants3"
"816","mis","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0743","Micromonas commoda",11,14,3,3,"Plants3","Plants3"
"817","mng","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0786","Monoraphidium neglectum",11,14,3,3,"Plants3","Plants3"
"818","mpp","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0807","Micromonas pusilla",11,14,3,3,"Plants3","Plants3"
"819","olu","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0736","Ostreococcus lucimarinus",11,14,3,3,"Plants3","Plants3"
"820","ota","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0800","Ostreococcus tauri",11,14,3,3,"Plants3","Plants3"
"821","vcn","Plants","Green","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0823","Volvox carteri f. nagariensis",11,14,3,3,"Plants3","Plants3"
"822","ccp","Plants","Red","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0007","Chondrus crispus (carragheen)",3,14,3,3,"Plants3","Plants3"
"823","cme","Plants","Red","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0189","Cyanidioschyzon merolae",3,14,3,3,"Plants3","Plants3"
"824","gsl","Plants","Red","algae","Algae|Fungui and Algae|MSA Algae and Nematodes and Flatworms|MSA Cluster 3|MUN Algae and Nematodes and Flatworms|MUN Cluster 3","0154","Galdieria sulphuraria",3,14,3,3,"Plants3","Plants3"
"825","atr","Plants","Basal","angiosperms","Cluster 4","0391","Amborella trichopoda",2,2,4,4,"Plants4","Plants4"
"826","ncol","Plants","Basal","angiosperms","Cluster 4","0361","Nymphaea colorata (blue-petal water lily)",2,2,4,4,"Plants4","Plants4"
"827","smo","Plants","Ferns","Ferns","Cluster 4","0647","Selaginella moellendorffii",1,1,4,4,"Plants4","Plants4"
"828","ppp","Plants","Mosses","Mosses","Cluster 4","0368","Physcomitrium patens (spreading earthmoss)",1,1,4,4,"Plants4","Plants4"
"829","bbig","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0229","Babesia bigemina",25,22,3,3,"Protists3","Protists3"
"830","bbo","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0546","Babesia bovis",25,22,3,3,"Protists3","Protists3"
"831","beq","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0570","Theileria equi",25,22,3,3,"Protists3","Protists3"
"832","bmic","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0377","Babesia microti",25,22,3,3,"Protists3","Protists3"
"833","cho","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0097","Cryptosporidium hominis",25,22,3,3,"Protists3","Protists3"
"834","cpv","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0261","Cryptosporidium parvum",25,22,3,3,"Protists3","Protists3"
"835","pbe","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0107","Plasmodium berghei",25,22,3,3,"Protists3","Protists3"
"836","pcb","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0128","Plasmodium chabaudi",25,22,3,3,"Protists3","Protists3"
"837","pcy","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0136","Plasmodium cynomolgi",25,22,3,3,"Protists3","Protists3"
"838","pfa","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0179","Plasmodium falciparum 3D7",25,22,3,3,"Protists3","Protists3"
"839","pfd","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0185","Plasmodium falciparum Dd2",25,22,3,3,"Protists3","Protists3"
"840","pfh","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0187","Plasmodium falciparum HB3",25,22,3,3,"Protists3","Protists3"
"841","pgab","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0064","Plasmodium gaboni",25,22,3,3,"Protists3","Protists3"
"842","pkn","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0295","Plasmodium knowlesi",25,22,3,3,"Protists3","Protists3"
"843","prei","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0332","Plasmodium reichenowi",25,22,3,3,"Protists3","Protists3"
"844","pvv","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0450","Plasmodium vinckei vinckei",25,22,3,3,"Protists3","Protists3"
"845","pvx","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0453","Plasmodium vivax",25,22,3,3,"Protists3","Protists3"
"846","pyo","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0485","Plasmodium yoelii",25,22,3,3,"Protists3","Protists3"
"847","tan","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0847","Theileria annulata",25,22,3,3,"Protists3","Protists3"
"848","tgo","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0051","Toxoplasma gondii",25,22,3,3,"Protists3","Protists3"
"849","tot","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0206","Theileria orientalis",25,22,3,3,"Protists3","Protists3"
"850","tpv","Protists","Alveolates","Apicomplexans","MSA Cluster 3|MUN Cluster 3","0234","Theileria parva",25,22,3,3,"Protists3","Protists3"
"851","ptm","Protists","Alveolates","Ciliates","MSA Cluster 3|MUN Cluster 3","0422","Paramecium tetraurelia",25,2,3,3,"Protists3","Protists3"
"852","tet","Protists","Alveolates","Ciliates","MSA Cluster 3|MUN Cluster 3","0014","Tetrahymena thermophila",25,2,3,3,"Protists3","Protists3"
"853","smin","Protists","Alveolates","Dinoflagellates","MSA Cluster 3|MUN Cluster 3","0591","Breviolum minutum",25,1,3,3,"Protists3","Protists3"
"854","lbz","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0282","Leishmania braziliensis",9,9,3,3,"Protists3","Protists3"
"855","ldo","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0320","Leishmania donovani",9,9,3,3,"Protists3","Protists3"
"856","lif","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0376","Leishmania infantum",9,9,3,3,"Protists3","Protists3"
"857","lma","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0431","Leishmania major",9,9,3,3,"Protists3","Protists3"
"858","lmi","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0434","Leishmania mexicana",9,9,3,3,"Protists3","Protists3"
"859","lpan","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0078","Leishmania panamensis",9,9,3,3,"Protists3","Protists3"
"860","tbg","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0855","Trypanosoma brucei gambiense",9,9,3,3,"Protists3","Protists3"
"861","tbr","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0860","Trypanosoma brucei brucei",9,9,3,3,"Protists3","Protists3"
"862","tcr","Protists","Euglenozoa","Kinetoplasts","MSA Cluster 3|MUN Cluster 3","0874","Trypanosoma cruzi",9,9,3,3,"Protists3","Protists3"
"863","fcy","Protists","Stramenopiles","Diatoms","MSA Cluster 3|MUN Cluster 3","0471","Fragilariopsis cylindrus",8,3,3,3,"Protists3","Protists3"
"864","pti","Protists","Stramenopiles","Diatoms","MSA Cluster 3|MUN Cluster 3","0419","Phaeodactylum tricornutum",8,3,3,3,"Protists3","Protists3"
"865","tps","Protists","Stramenopiles","Diatoms","MSA Cluster 3|MUN Cluster 3","0233","Thalassiosira pseudonana",8,3,3,3,"Protists3","Protists3"
"866","pif","Protists","Stramenopiles","Oomycetes","MSA Cluster 3|MUN Cluster 3","0244","Phytophthora infestans",8,3,3,3,"Protists3","Protists3"
"867","psoj","Protists","Stramenopiles","Oomycetes","MSA Cluster 3|MUN Cluster 3","0806","Phytophthora sojae",8,3,3,3,"Protists3","Protists3"
"868","spar","Protists","Stramenopiles","Oomycetes","MSA Cluster 3|MUN Cluster 3","0836","Saprolegnia parasitica",8,3,3,3,"Protists3","Protists3"
"869","ngd","Protists","Stramenopiles","Eustigmatophytes","MSA Cluster 3|MUN Cluster 3","0286","Nannochloropsis gaditana",8,1,3,3,"Protists3","Protists3"
"870","aaf","Protists","Stramenopiles","Pelagophytes","MSA Cluster 3|MUN Cluster 3","0036","Aureococcus anophagefferens",8,1,3,3,"Protists3","Protists3"
"871","ddi","Protists","Amoebozoa","Dictyostelia","MSA Cluster 3|MUN Cluster 3","0524","Dictyostelium discoideum (cellular slime mold)",7,3,3,3,"Protists3","Protists3"
"872","dfa","Protists","Amoebozoa","Dictyostelia","MSA Cluster 3|MUN Cluster 3","0543","Cavenderia fasciculata (cellular slime mold)",7,3,3,3,"Protists3","Protists3"
"873","dpp","Protists","Amoebozoa","Dictyostelia","MSA Cluster 3|MUN Cluster 3","0655","Dictyostelium purpureum (cellular slime mold)",7,3,3,3,"Protists3","Protists3"
"874","edi","Protists","Amoebozoa","Entamoeba","MSA Cluster 3|MUN Cluster 3","0852","Entamoeba dispar",7,3,3,3,"Protists3","Protists3"
"875","ehi","Protists","Amoebozoa","Entamoeba","MSA Cluster 3|MUN Cluster 3","0016","Entamoeba histolytica",7,3,3,3,"Protists3","Protists3"
"876","eiv","Protists","Amoebozoa","Entamoeba","MSA Cluster 3|MUN Cluster 3","0047","Entamoeba invadens",7,3,3,3,"Protists3","Protists3"
"877","acan","Protists","Amoebozoa","Acanthamoeba","MSA Cluster 3|MUN Cluster 3","0873","Acanthamoeba castellanii",7,1,3,3,"Protists3","Protists3"
"878","mbr","Protists","Choanoflagellates","Choanoflagellates","MSA Cluster 3|MUN Cluster 3","0661","Monosiga brevicollis",2,2,3,3,"Protists3","Protists3"
"879","sre","Protists","Choanoflagellates","Choanoflagellates","MSA Cluster 3|MUN Cluster 3","0712","Salpingoeca rosetta",2,2,3,3,"Protists3","Protists3"
"880","gla","Protists","Metamonada","Diplomonads","MSA Cluster 3|MUN Cluster 3","0012","Giardia lamblia",2,1,3,3,"Protists3","Protists3"
"881","tva","Protists","Metamonada","Trichomonads","MSA Cluster 3|MUN Cluster 3","0339","Trichomonas vaginalis",2,1,3,3,"Protists3","Protists3"
"882","gtt","Protists","Cryptomonads","Cryptomonads","MSA Cluster 3|MUN Cluster 3","0177","Guillardia theta",1,1,3,3,"Protists3","Protists3"
"883","ehx","Protists","Haptophyta","Haptophyta","MSA Cluster 3|MUN Cluster 3","0026","Emiliania huxleyi",1,1,3,3,"Protists3","Protists3"
"884","ngr","Protists","Heterolobosea","Tetramitia","MSA Cluster 3|MUN Cluster 3","0300","Naegleria gruberi",1,1,3,3,"Protists3","Protists3"
